title,description,source,date
"Carney says Canada is not for sale, Trump replies, 'Never say never'","Trump has repeatedly discussed Canada becoming another US state, along with sharing plans to acquire Greenland and the Panama Canal",foxnews.com,2025-05-06T12:48:44.000000Z
Canadian PM Carney to meet Trump at White House after election influenced by annexation threats,"Conservative leader Pierre Poilievre shares blame with President Donald Trump for Liberals winning Canadian election, say analysts",foxnews.com,2025-03-09T6:15:44.000000Z
Canadian Prime Minister Mark Carney says 'old relationship' with US 'is over' amid tension over Trump tariffs,Canadian leader's remarks come amid tension with Trump administration over new tariffs,foxnews.com,2025-03-09T19:19:44.000000Z
New Canadian PM blasts Trump's 51st state idea: 'Crazy',Canadian Prime Minister Mark Carney was sworn into office on Friday and faces an escalating trade war with the US,foxnews.com,2025-03-14T17:28:44.000000Z
John Ivison: Carney’s ‘commerce-first’ foreign policy spares no care for atrocities,The Carney government cannot follow its conscience on Sudan because that would take it in a different direction from its trade policy.,nationalpost.com,2025-11-25T22:41:30.000000Z
Tasha Kheiriddin: Did Carney really ditch Canada's feminist foreign policy?,"Carney’s position is like being half-pregnant — unless he fully and clearly repudiates Trudeau’s legacy, it will continue to haunt us",nationalpost.com,2025-11-25T19:25:24.000000Z
John Ivison: Why Canada can’t back Trump’s peace plan for Ukraine,"Mark Carney and his European and Japanese counterparts agreed the plan was unacceptable, but there were tensions about how to respond.",nationalpost.com,2025-11-24T21:12:38.000000Z
Kelly McParland: Carney buries Trudeau's 'feminist foreign policy',But a lot of the old prime minister's legacy persists,nationalpost.com,2025-11-24T17:39:13.000000Z
Carney and Modi agree to renew Canada-India free trade talks,Canada and India will renew discussions on a bilateral free trade agreements between the two nations.,nationalpost.com,2025-11-23T21:19:46.000000Z
'Nostalgia is not a strategy': Carney urges global unity at U.S.-snubbed G20 summit,"At the G20, Mark Carney warned of a global 'rupture; driven by rising protectionism, geopolitical rivalry and shifting economic power.",nationalpost.com,2025-11-23T18:54:43.000000Z
Carney says 'centre of gravity' is changing as G-20 proceeds without the U.S.,Mark Carney touted global progress without U.S. involvement at the G-20 summit in South Africa.,nationalpost.com,2025-11-23T16:16:51.000000Z
"Letters: Come on Carney, don't be coy about pipelines","Readers have their say on the potential new pipeline to northwest B.C., billionaire 'benefactors,' Canadians' short memories, and more",nationalpost.com,2025-11-23T10:30:12.000000Z
Why Chinese EVs keep haunting Liberal prime ministers,Mark Carney has inherited Justin Trudeau’s nightmare.,nationalpost.com,2025-11-21T17:09:45.000000Z
Kelly McParland: Swedish jet offer is about more than just planes,Should Carney opt for the Swedish jet it would confirm Canada's determination to make its own choices.,nationalpost.com,2025-11-19T11:00:20.000000Z
Tom Flanagan: Louis Riel's leadership was ruinous for the Métis,"And yet, Prime Minister Mark Carney celebrates him",nationalpost.com,2025-11-18T18:38:43.000000Z
Terry Newman: Carney should mend relations with the U.S. before cozying up to China,Carney and Xi will no doubt be able to find 'common ground.' That doesn't mean they should,nationalpost.com,2025-11-18T11:00:07.000000Z
John Ivison: Rising prices are hitting both Trump and Carney where it hurts,Trump has had to lower tariffs on groceries. The problem for Ottawa is that prices have risen even more quickly in Canada than in the U.S.,nationalpost.com,2025-11-17T20:57:26.000000Z
"Richard Ciano: Mr. Carney, investors don't see 'rule of law' in Canada — they see chaos","The PM claims the U.S. is unpredictable, yet Canada's greatest infrastructure challenge remains its own internal borders",nationalpost.com,2025-11-17T16:41:20.000000Z
"'Right now, I’m a no,' Green Party leader Elizabeth May says ahead of budget vote",Prime Minister Mark Carney needs two votes to support the budget or four opposition members to abstain in order to avoid another election.,nationalpost.com,2025-11-16T20:14:38.000000Z
Conrad Black: Conservative MPs leaving Poilievre shame themselves,Carney has not provided optimism that his term will be a success,nationalpost.com,2025-11-15T11:00:32.000000Z
Fiscal watchdog accuses Ottawa of exaggerating investment spending,Ottawa’s fiscal watchdog called out the Carney government Friday for using an “overly expansive” definition of investments that shifts about $94-billion i...,nationalpost.com,2025-11-14T19:21:18.000000Z
John Ivison: Another round of major projects from Carney that don’t live up to the billing,Evidence from the second tranche of mining and infrastructure ventures is that considerations other than economic payback were prioritized.,nationalpost.com,2025-11-13T22:30:15.000000Z
"Carney bets on more critical minerals mining, electricity and liquified natural gas in latest batch of major projects",Carney noted that Canada has the fourth-largest natural gas reserves in the world.,nationalpost.com,2025-11-13T20:37:50.000000Z
"Mark Carney shoots blanks, again: Full Comment podcast","Tasha Kheiriddin and Stuart Thomson discuss Carney's big-spending, big-government, Trudeau-style budget",nationalpost.com,2025-11-10T14:55:17.000000Z
"Families of Canadian Oct. 7 victims urge Carney to lead global effort to dismantle Hamas, hold Iran accountable","Families of Canadians killed by Hamas on Oct. 7, 2023, want Canada to lead a global campaign to take down Hamas and investigate Iran.",nationalpost.com,2025-11-09T17:31:49.000000Z
Conrad Black: Carney squanders all his goodwill on bloated budget,Canada needs aggressive reform. This barely scratches the surface,nationalpost.com,2025-11-08T11:00:05.000000Z
Carney says it's 'wrong' to say emissions cap is preventing major energy projects,Prime Minister Mark Carney swept aside criticism of the federal emissions cap and environmental assessment regime on Friday.,nationalpost.com,2025-11-07T21:39:49.000000Z
Royce Koop: The 'Red Tory' excuse for d’Entremont floor crossing is bogus,What did Carney promise him for his defection?,nationalpost.com,2025-11-07T14:40:54.000000Z
Terry Glavin: China couldn't be more pleased to have Carney as prime minister,And now we're all supposed to forget about everything we've had to put up with,nationalpost.com,2025-11-06T22:30:17.000000Z
"After towering deficit and focus on competition, finance minister says he's just getting started",Finance Minister François-Philippe Champagne indicated Thursday that the Carney government is just getting started.,nationalpost.com,2025-11-06T19:37:08.000000Z
Here's what the floor-crossing MP said about Carney less than two months ago,"He turned his back on Canadians and betrayed them to advance his own personal ambitions, says Conservative media relations director",nationalpost.com,2025-11-05T20:15:18.000000Z
Bank of Canada planning to axe over 200 jobs as Carney trims government spending,The Bank of Canada will make about 225 job cuts in the months ahead as part of Prime Minister Carney's plan to reduce government expenses.,nationalpost.com,2025-11-05T18:52:47.000000Z
Jesse Kline: Carney trolls Canada with claim buyers want 'low carbon' oil,Budget 2025 is another Liberal exercise in central planning,nationalpost.com,2025-11-05T11:00:18.000000Z
Trudeau or Carney: Ottawa still thinks it knows best,The budget says some good things about productivity and growth but in the end Ottawa continues to decide what's favoured and what's not,nationalpost.com,2025-11-04T22:00:26.000000Z
FIRST READING: Comparing how Pierre Poilievre and Mark Carney talk to young people,"If we're thrown into a December election, voters under 30 are likely to decide the outcome.",nationalpost.com,2025-11-03T14:44:03.000000Z
'I don't know what'll happen': Young Canadians anxiously await federal budget after Carney warns of 'sacrifices',"For many students across Canada, affordability is top of mind when it comes to the federal budget set to be tabled next week.",nationalpost.com,2025-11-03T09:00:37.000000Z
"Resolving Canada-China tariffs not a 'this for that' situation, will take time: Mark Carney",Mark Carney warned that immediate action on Chinese tariffs on Canadian imports result from an initial meeting with president Xi Jinping.,nationalpost.com,2025-11-02T16:00:40.000000Z
"Mark Carney says he apologized to Donald Trump over Ontario anti-tariff ad, asked Doug Ford not to air it",Mark Carney said he apologized to Donald Trump for the Ontario ad opposing U.S. tariffs that and that he asked Premier Doug Ford to kill it.,nationalpost.com,2025-11-02T15:33:41.000000Z
Conrad Black: The Carney honeymoon is ending in shambles,The debacle over the Ronald Reagan ad shows the prime minister isn't fit,nationalpost.com,2025-11-01T10:00:48.000000Z
'A turning point': Carney 'very pleased' after Canada's first formal meeting with China in eight years,China and Canada have gone through multiple strains in recent years that have affected bilateral flows of commerce.,nationalpost.com,2025-10-31T14:13:35.000000Z
John Ivison: Watch for Carney to deliver a ‘draconian’ budget by stealth,"The idea that the Liberals might take a hatchet to their treasured social programs seems counterintuitive, but that's where the savings are.",nationalpost.com,2025-10-30T10:00:45.000000Z
"Jesse Kline: Carney proves he wasn't the man to take on Trump, after all","After six month of failed negotiations, PM finally admits we must fend for ourselves",nationalpost.com,2025-10-29T10:15:32.000000Z
John Ivison: Canadians can’t wait much longer for Carney to accomplish something,"Carney’s calm demeanour over Trump's disruptions risks being interpreted as arrogance, or worse, indifference",nationalpost.com,2025-10-28T19:00:47.000000Z
Poilievre says Carney 'approved' Ontario's anti-tariff ad that Trump said ended trade talks,Opposition Conservative Leader Pierre Poilievre said on Tuesday that Prime Minister Mark Carney,nationalpost.com,2025-10-28T17:12:24.000000Z
"Carney survives two confidence votes on budget, quashing fears of winter election","Minority government benefitted from opposition members voting across the aisle, paving way for billions in spending",theguardian.com,2025-11-08T11:00:01Z
Canada budget adds tens of billions to deficit as Carney spends to dampen Trump tariffs effect,"Budget envisions significant increase in defence spending, cuts to civil service and ‘generational investments’",theguardian.com,2025-11-05T03:43:47Z
"Era of free trade and investment is over, Canada’s PM tells Apec summit","Mark Carney warns Asia-Pacific leaders global economy undergoing profound change, as China’s president mounts defence of free trade",theguardian.com,2025-10-31T09:13:54Z
Trump news at a glance: President raises tariffs on Canada as he attends Asean summit with Carney,Donald Trump makes announcement in response to anti-tariff ad sponsored by Ontario government. Key US politics stories from Saturday 25 October at a glance,theguardian.com,2025-10-26T00:46:34Z
Strictly Come Dancing: week one – as it happened,"As the couples hit the floor for the first time, Karen Carney topped the scores. Late replacement Amber Davies also wowed, while Ross King was left bottom of the standings",theguardian.com,2025-09-27T21:24:05Z
Canada: Carney unveils array of national projects to ‘turbocharge’ economy,"List leaves out oil pipelines and focuses on LNG expansion, mines and nuclear power as it fends off US trade war",theguardian.com,2025-09-11T19:51:37Z
Canada’s Mark Carney signals austerity measures as government shifts focus from Trump to economy,Prime minister cautions Canadians as Ottawa moves to curb spending to balance near-record military expenditures,theguardian.com,2025-09-04T18:42:20Z
Canada to drop counter-tariffs on some US goods one day after call with Trump,"Mark Carney says change will go into effect on 1 September but tariffs on steel, aluminum and autos will remain",theguardian.com,2025-08-22T18:02:17Z
Trump signs order increasing tariffs on Canadian goods from 25% to 35%,"Decision, described by Mark Carney as ‘disappointing’, comes amid escalating trade tensions with US",theguardian.com,2025-08-01T01:07:11Z
Trump threatens Canada on trade deal after Carney moves to recognise Palestine,Trump says recognising Palestine statehood ‘rewards Hamas’ and US deal with Canada would now be ‘very hard’,theguardian.com,2025-07-31T13:20:47Z
Afternoon Update: pressure on Australia as allies plan to recognise state of Palestine; Thorpe condemns deaths in custody; and a big stick insect,Canadian prime minister Mark Carney announced his country plans to formally recognise Palestine during the UN general assembly in September,theguardian.com,2025-07-31T06:54:49Z
First Nations leaders walk out of Mark Carney meeting on Building Canada Act,Concerns raised that legislation to ensure economy is less dependent on US was pushed through without consultation,theguardian.com,2025-07-19T10:34:01Z
White House says Canadian PM ‘caved’ to Trump demand to scrap tech tax,Trump officials hail U-turn as Mark Carney says decision to rescind digital services tax means revival of trade talks,theguardian.com,2025-06-30T19:50:42Z
Canadian intelligence accuses India over Sikh’s killing as Carney meets Modi,Killing of Canadian national was ‘significant escalation in India’s repression efforts’ but leaders shake hands at G7,theguardian.com,2025-06-18T17:53:44Z
Keir Starmer in diplomatic push to head off Middle East crisis before G7 summit in Canada,"PM to discuss Israel and Iran clashes with Mark Carney and expected to talk to leaders of US, France and Germany",theguardian.com,2025-06-15T15:10:59Z
"Canada and India to share terrorism intelligence despite 2023 murder plot, says report",Accord comes as Mark Carney seeks shift in Ottawa’s relationship with New Delhi after long diplomatic spat,theguardian.com,2025-06-13T19:41:00Z
Canadian PM vows to boost defence spending and reduce dependency on US,Carney says Canada will hit Nato target of 2% of GDP five years ahead of schedule amid ‘dangerous and divided world’,theguardian.com,2025-06-09T17:28:52Z
Canada’s PM faces backlash for inviting India’s Narendra Modi for G7 summit,Mark Carney declined to answer if he believed Indian PM had a role in murder of Sikh activist Hardeep Singh Nijjar,theguardian.com,2025-06-06T20:58:48Z
"Netanyahu accused of slander after criticising Macron, Carney and Starmer",Israeli leader’s antisemitism claim labelled defamatory as he is warned against pursuing a war without end,theguardian.com,2025-05-23T15:15:12Z
"Middle East crisis: Starmer, Macron and Carney ‘on the wrong side of humanity,’ says Netanyahu – as it happened","Israeli PM attacks leaders of UK, France and Canada following their threat earlier this week of a ‘concrete’ response if the Gaza campaign continues",theguardian.com,2025-05-22T19:26:24Z
"After the joy of seeing Carney beat his Trump-lite rival, reality has bitten. Canada is an anxious, divided nation","Our country faces a bumpy ride as US tariffs start to hurt and disillusioned voters double down on the far right, says writer Melissa Jean Gismondi",theguardian.com,2025-05-17T11:00:04Z
"Trump news at a glance: Canada not for sale, says Carney; trans military ban proceeds for now",Mark Carney takes firm line with Donald Trump during White House visit; supreme court allows ban on transgender troops to take effect. Key US politics stories from Tuesday 6 May at a glance,theguardian.com,2025-05-07T01:23:40Z
"Morning Mail: teals under pressure, the mastermind behind Labor’s win, Carney meets Trump",Monique Ryan could share fate of Zoe Daniel in losing her seat to Liberal fightback; Trump and Carney agree to disagree in White House meeting,theguardian.com,2025-05-06T20:46:38Z
"Handshakes, friendship and ‘never, never, never, never, never’: five takeaways from Carney-Trump meeting","In the much anticipated first encounter, a positive tone held despite the Canadian leader’s rebuff against US advances",theguardian.com,2025-05-06T19:30:58Z
Trump says ‘we just want to be friends’ as Canada PM torpedoes 51st state idea,Mark Carney said country was ‘not for sale’ in much anticipated summit between leaders at White House,theguardian.com,2025-05-06T17:53:29Z
Trump and Carney to meet at White House in closely watched encounter,Vibe at meeting could hint at future relationship between the two countries and their two leaders,theguardian.com,2025-05-06T09:00:01Z
‘Not everybody who voted for Carney quite knows what they got’: Canada eyes its new prime minister,"Standing up to the erratic US president will be a key task for Mark Carney, but experts say economic challenges might prove far more testing",theguardian.com,2025-05-03T11:00:36Z
King Charles to open Canada parliament as PM Carney reacts to Trump threats,Liberal PM will also meet with US president on Tuesday amid tensions over threatened annexation and tariffs,theguardian.com,2025-05-02T16:31:12Z
Canada election 2025: latest results as Liberal party wins federal election,"Canadians voted on Monday in a general election pitting Mark Carney’s Liberals against the Conservatives of Pierre Poilievre. With most votes now counted Carney will return as PM, but the Liberals may not have a majority in the House of Commons",theguardian.com,2025-04-30T06:35:14Z
"Canada election 2025: Carney demands respect from US, saying he’ll deal with Trump ‘on our terms’ – as it happened",Prime minister says ‘serious conversion’ to be had with US; Pierre Poilievre loses seat but Liberals likely to fall short of majority government,theguardian.com,2025-04-29T18:18:20Z
"‘Trump wanted to break us’, says Carney as Liberals triumph in Canadian election",Party written off months ago completes remarkable comeback after US president’s threats boosted campaign,theguardian.com,2025-04-29T16:37:50Z
Carney gave a eulogy for Canada’s old relationship with the US. Now he must redefine it,Prime minister pledges to reduce country’s reliance on US trade – but must navigate competing visions for the future,theguardian.com,2025-04-29T16:20:07Z
"Triumph for Carney: what happened in Canada’s election, and what will it mean?","Leader of Liberals, who appear to have made a remarkable turnaround, has said old relationship with the US is over",theguardian.com,2025-04-29T12:05:11Z
First Thing: Carney says ‘Trump is trying to break us’ after Liberals win Canadian election,"The Liberals won a fourth term after a remarkable polling turnaround. Plus, Trump’s shocking first 100 days",theguardian.com,2025-04-29T10:49:55Z
Trump’s chaotic threats won Mark Carney the Canadian election – but only just,"This was a vote against delusions of a ‘51st state’ and economic warfare, rather than an endorsement of the Liberals’ policies, says Toronto writer Colin Horgan",theguardian.com,2025-04-29T08:39:25Z
Tuesday briefing: How Trump’s threats to Canada led to a Liberal victory,In today’s newsletter: Mark Carney has pulled off an astonishing turnaround in his party’s fortunes. How did he do it – and what can progressives learn from his victory?,theguardian.com,2025-04-29T06:00:41Z
Mark Carney attends vigil near scene of car attack – as it happened,This blog is closed,theguardian.com,2025-04-28T04:24:40Z
Canadian ex-PM seeks to help Liberals match his 1993 landslide victory,"Jean Chrétien, 91, appears keen to wield his influence to fight for a Liberal victory, drumming up support for Carney",theguardian.com,2025-04-25T10:00:30Z
"Canada to counter ‘unjustified’ US tariffs with 25% taxes on US cars, says Carney",Canadian prime minister says country will impose taxes on US vehicles not compliant with continental free trade deal,theguardian.com,2025-04-03T17:12:16Z
Worker Error Is Faulted After Israeli-Born Canadian Hits Passport Snag,"A student in Montreal, who was born in Kfar Saba, Israel, said she was initially told she could not list Israel as her birth country on her passport.",nytimes.com,2025-11-17T22:51:26Z
A Challenge to Canada’s Official Policy That the U.S. Is Safe for Migrants,A former Liberal immigration minister said that Canada should drop an agreement that allows it to return asylum seekers who enter from the U.S.,nytimes.com,2025-11-15T11:00:07Z
Canada Reaches for Its Economic Past to Find a Future Less Reliant on the U.S.,Prime Minister Mark Carney fast-tracked mines and other natural resource projects to the dismay of some Indigenous groups and many environmentalists.,nytimes.com,2025-11-13T23:42:04Z
Canadian Travel to the U.S. Declines for 10th Straight Month,"The drop has been reflected in air and car travel, according to Canadian statistics. Tensions over tariffs placed by the Trump administration spurred calls for Canadians to spend their money at home.",nytimes.com,2025-11-13T10:03:48Z
What to Know About Canada’s New Budget,The government of Prime Minister Mark Carney unveiled a program of big spending to spur Canada’s economy and reduce its dependence on the United States.,nytimes.com,2025-11-04T23:59:15Z
Canadians Mourn a Loss by Underdogs Who Brought a Nation Together,"The Blue Jays, Canada’s only M.L.B. team, were a salve for a country hit by President Trump’s threats and tariffs. Then the Dodgers ended their thrilling postseason run.",nytimes.com,2025-11-02T08:44:56Z
"Spurned by Trump, Carney Begins Thawing Canada’s China Connection","The meeting between Prime Minister Mark Carney and Xi Jinping, China’s top leader, came after a long period of tension and estrangement.",nytimes.com,2025-11-01T10:00:07Z
Carney Says He Apologized to Trump Over Ad Reviving Reagan’s Tariff Criticism,The Canadian prime minister also said that he had asked the province of Ontario not to air the ad that later prompted the president to end trade talks.,nytimes.com,2025-11-01T08:43:09Z
Xi Delivers Veiled Warning to Nations Not to Take the U.S.’s Side,"At an Asia-Pacific summit, the Chinese leader urged countries to “resist unilateral bullying,” an appeal that seemed at odds with his country’s recent actions.",nytimes.com,2025-10-31T10:18:55Z
Vicious Weapons and a Golden Crown: Some of Trump’s Favorite Things in Asia,"President Trump traveled to Asia to be a statesman, a showman and a traveling salesman, depending on the audience.",nytimes.com,2025-10-31T09:03:20Z
Canada’s Other Superpower Problem,The leaders of Canada and China met for the first time in eight years to try to reset relations after years of acrimony.,nytimes.com,2025-10-31T04:01:06Z
"Scolded by Trump, Canada’s Prime Minister Turns to Asia for Trade",Mark Carney is pitching Canada as a predictable and responsible alternative to the United States.,nytimes.com,2025-10-28T13:57:41Z
Carney Says He Will Meet With Xi in South Korea,"The meeting between Prime Minister Mark Carney of Canada and Xi Jinping, China’s top leader, scheduled for later this week, appeared to signal a pivot to Asia after decades of poor relations between his country and Beijing.",nytimes.com,2025-10-27T13:31:52Z
How Canada Is Dealing With Its Latest Tussle With President Trump,"Prime Minister Mark Carney is focusing on what the country can control, including looking for economic partnerships abroad, especially in Asia.",nytimes.com,2025-10-26T19:17:05Z
Trump Announces Tariff Increase on Canada Over Reagan Ad Spat,"The ad, which will stop airing on Monday, used audio of a 1987 address by Ronald Reagan making a case against tariffs.",nytimes.com,2025-10-25T21:07:12Z
Canada-U.S. Tensions Stay on the Ball Field as Blue Jays Stun Dodgers,"At Game 1 of the World Series in Toronto on Friday, overt politics were absent. Unity between the two nations was on display before the first pitch.",nytimes.com,2025-10-25T18:35:11Z
"Facing Lost Trade With the U.S., Carney Heads to Asia",The prime minister will attend two meetings and visit three countries as part of his plan to wean Canada off its dependence on the U.S.,nytimes.com,2025-10-25T10:00:07Z
"New Trump-Canada Spat Spotlights ‘Captain Canada,’ the Ontario Premier",Doug Ford has built a reputation for picking fights with President Trump and getting under his skin with publicity-grabbing moves as U.S. tariffs have harmed Ontario’s economy.,nytimes.com,2025-10-24T16:05:24Z
Trump Says He’s Cutting Off Trade Negotiations With Canada,"The president said he was motivated by an ad, paid for by the province of Ontario, that featured Ronald Reagan criticizing tariffs in a 1987 radio address.",nytimes.com,2025-10-24T03:23:10Z
"In Nod to Trump, Automaker Stellantis Shifts Production From Canada to the U.S.",Canadian leaders blame the move by Stellantis to abandon production in Ontario on President Trump’s tariffs. Mr. Trump says he wants to increase production in the United States.,nytimes.com,2025-10-15T16:09:09Z
World Leaders Express Hope and Relief After Gaza Deal,"Leaders welcomed the agreement between Israel and Hamas, projecting optimism that an end to the war could be near.",nytimes.com,2025-10-09T08:49:59Z
"Carney and Trump: A Collision Avoided, Save for a Nasty Comment or Two","The Canadian prime minister came to Washington determined to take the heat out of the relationship. He mostly succeeded, at least for now.",nytimes.com,2025-10-07T23:47:58Z
Trump Predicts That ‘Canada Will Love Us Again’ in Meeting With Carney,"President Trump on Tuesday hosted Prime Minister Mark Carney of Canada, who has been seeking relief from U.S. tariffs.",nytimes.com,2025-10-07T09:02:06Z
Canada and the U.S. to Hold Trade and Security Talks,Prime Minister Mark Carney of Canada will travel to Washington next week to meet with President Trump to try to ease some of the tariffs imposed by the United States.,nytimes.com,2025-10-03T18:51:04Z
Canada and Mexico Turn to Trains and Ports to Skirt U.S. Tariff Wall,Prime Minister Mark Carney touched down in Mexico City to regain Mexico’s trust and strategize with President Claudia Sheinbaum.,nytimes.com,2025-09-20T10:00:11Z
Leaders of Canada and Mexico Talk Trade and Security Without U.S.,Looming over the discussions was the desire to preserve the countries’ free-trade agreement with the United States.,nytimes.com,2025-09-18T09:04:21Z
‘Elbows Down’? Canada’s Leader Struggles to Find the Answer to Trump.,"After a stunning election victory on an anti-Trump message, Prime Minister Mark Carney is adjusting to the realities of dealing with the United States. Critics call it capitulation.",nytimes.com,2025-09-15T09:00:46Z
Canada Announces Major Projects to Offset Bite of Trump’s Tariffs,Prime Minister Mark Carney unveiled big infrastructure plans. But they are likely to meet resistance from Indigenous and environmental groups.,nytimes.com,2025-09-11T19:39:01Z
"Hoping to Jump-Start Talks, Canada to Drop Some Retaliatory Tariffs on U.S. Products",Canada’s leader said he would follow the United States in dropping tariffs against American goods covered by the existing free trade agreement.,nytimes.com,2025-08-22T16:57:38Z
"Facing Trump’s Threats, Mexico and Canada Draw Closer. Will It Last?",Mexico and Canada have long viewed each other with indifference or even distrust. They’re now talking about teaming up.,nytimes.com,2025-08-20T09:01:51Z
A Pay Raise for Canada’s Military to Boost Recruitment and Retention,"Canada’s top military commander, however, says other measures will also be needed to keep people enlisted.",nytimes.com,2025-08-09T10:00:13Z
"With Canada No Longer Able to Rely on U.S., Carney Pushes New Markets","Prime Minister Mark Carney suggested he’s unlikely to add additional retaliatory tariffs on U.S. goods, but he is trying to help affected companies develop new products and find new buyers.",nytimes.com,2025-08-05T23:57:07Z
What Talks With India and Switzerland Say About Trump’s Trade War,"One country is clashing with the U.S., the other racing to appease Washington. Both approaches are being tested ahead of a looming deadline for trade deals.",nytimes.com,2025-08-05T12:30:44Z
What Do Trump’s Tariff Hikes Mean for Canada’s Trade-Dependent Economy?,"After Canada failed to strike a trade deal with Washington, the president raised tariffs on some Canadian exports this week.",nytimes.com,2025-08-02T10:00:07Z
Trump Gives Mexico a Reprieve but Slams Canada With Higher Tariffs,"The imbalance in President Trump’s treatment of America’s closest trading partners may come from his desire to make Canada the 51st state, some Canadians believe.",nytimes.com,2025-08-01T04:51:41Z
Canada to Recognize Palestinian State at the U.N. General Assembly,"Canada joins France and Britain in taking similar steps, after months of increasing criticism of Israel by Prime Minister Mark Carney.",nytimes.com,2025-07-30T21:30:51Z
Trump Trade Deals Threaten Canada’s Vital Auto Industry,"Recent pacts with Britain, Europe and Japan mean that autos exported from those countries and regions face lower U.S. tariffs than Canadian vehicles do.",nytimes.com,2025-07-29T21:06:02Z
Australia Says Gaza Situation Beyond ‘Worst Fears’ as Pressure Mounts on Israel,"Some of Israel’s closest allies have stepped up criticism of its restrictions on aid to Gaza, where doctors and aid organizations say people are dying of starvation.",nytimes.com,2025-07-25T06:51:26Z
"Unified on Trump and Tariffs, Canada’s Premiers Differ on Next Steps",A three-day meeting in response to President Trump’s looming tariff threat underscored differences between the leaders of Canada’s provinces and territories.,nytimes.com,2025-07-23T21:52:49Z
Canada Says It Won’t Accept a Trade Deal With the U.S. at ‘Any Cost’,"Prime Minister Mark Carney, after a meeting with Canada’s political leaders, downplayed the chances of success in talks aimed at reaching a trade deal with President Trump.",nytimes.com,2025-07-22T21:27:48Z
Canada Moves to Block Chinese Steel Now Shut Out of the U.S.,Canada’s steel industry fears that Chinese steel facing steep tariffs in the United States will be sent north and overwhelm the Canadian market.,nytimes.com,2025-07-16T19:34:11Z
Canada’s Leader Says There’s Little Hope of Avoiding U.S. Tariffs,"After long insisting that Canada could avoid Trump tariffs through talks, Mark Carney now says that is unlikely for any nation.",nytimes.com,2025-07-15T23:10:07Z
"In Canada’s Northern Outposts, Rusting Relics Once Guarded Against Nuclear War",Strings of radars stretching across Canada were built to give early warnings of Soviet bombers coming over the Arctic. The region now faces a new era of militarization.,nytimes.com,2025-07-13T09:00:32Z
"‘He’s Nuts, Your Trump.’ Canada Unites Against America.",America’s growing discord with Canada exemplifies the extraordinary damage President Trump is wreaking on the United States’ standing in the world.,nytimes.com,2025-07-13T05:00:05Z
Good Vibes in Trump Trade Talks Haven’t Shielded Canada From Chaos,"The country’s new prime minister, Mark Carney, has been called the “Trump whisperer,” and negotiations have been cordial and professional. But it’s been a wild ride.",nytimes.com,2025-07-11T11:43:52Z
"At This Rodeo It’s Yahoo, Not Yeehaw","The Calgary Stampede, an event that started more than 100 years ago, has grown into one of the world’s most popular rodeos and a reflection of Western Canada’s culture.",nytimes.com,2025-07-10T09:01:19Z
Canada Thinks Its Trade Talks With Trump Are Unique. Does That Matter?,Tariff negotiations between the two top trading partners are on a different track from those the U.S. is pursuing with other nations. But Canada may not get a better outcome.,nytimes.com,2025-07-09T12:52:56Z
"Looking Beyond the U.S. for Trade, Canada Begins Shipping Natural Gas to Asia","A tanker is headed to South Korea with a first shipment of liquefied natural gas from Canada, which hopes to reduce its export reliance on its neighbor.",nytimes.com,2025-07-07T09:03:13Z
"Carney’s ‘Build, Baby, Build’ Faces Pushback From Indigenous Groups",Prime Minister Mark Carney wants to fast-track nation-building projects to remake Canada’s economy. Indigenous groups want a seat at the table.,nytimes.com,2025-07-05T09:01:09Z
Canada’s Tax U-turn Highlights Trump Tariff Tactics,"After President Trump suspended trade talks with Canada over its controversial digital services tax, Ottawa scrapped it to get back to the negotiating table.",nytimes.com,2025-06-30T22:06:34Z
Can Canada Offset Trump’s Tariff War With More Domestic Trade?,Prime Minister Mark Carney will meet his pledge to eliminate the country’s internal trade barriers by July 1. But economists say it’s not a substitute for lost U.S. trade.,nytimes.com,2025-06-30T09:02:31Z
Canada’s Trump-Fueled Brain Gain,The University of Toronto has attracted several U.S. professors amid turmoil between American higher-education institutions and the Trump administration.,nytimes.com,2025-06-28T09:00:44Z
No-Go Zones for a Sandwich in a Divided Canadian City,A city that straddles two Canadian provinces became a crucible of the barriers that prevent trade across Canada and that Prime Minister Mark Carney wants to dismantle.,nytimes.com,2025-06-26T09:02:04Z
Canada and E.U. Pull Together as America Pushes Them Away,"The European Union and Canada struck a defense agreement on Monday, a step toward closer military cooperation as relations with the United States have soured.",nytimes.com,2025-06-23T20:01:28Z
India and Canada Move to Mend Rift Over Sikh Activist’s Killing,The rapprochement comes months after each country had expelled the other’s senior diplomats.,nytimes.com,2025-06-18T10:32:24Z
Flattery or Discipline? The Difficult Task of Managing Trump.,Canada’s prime minister Mark Carney deployed both methods on the first day of the Group of 7 summit in Alberta to keep Mr. Trump focused and avoid drama.,nytimes.com,2025-06-17T00:52:28Z
"After Decades of Atrophy, Canada Vows to Beef Up Its Military. Can It Deliver?","To help shift the country away from its dependence on the United States, Canada’s prime minister plans to spend billions to revitalize its military and meet a NATO spending goal.",nytimes.com,2025-06-15T09:01:14Z
What to Know About Trump’s Meeting With Global Leaders in Canada,President Trump left the G7 summit early and abruptly to deal with the conflict between Israel and Iran.,nytimes.com,2025-06-15T09:01:08Z
